Notes	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Gender	Gender Code	Census Region	Census Region Code	Deaths	Population	Crude Rate
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	1612	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	1875	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	2294	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	4808	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	2112	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	3999	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	4878	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	10207	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	4879	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	4421	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	4731	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	9299	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	4309	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	8111	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	9212	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	18383	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	8755	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	9349	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	8200	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	14549	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	7354	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	13493	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	12995	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	22678	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	11553	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	15215	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	11002	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	16552	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	9104	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	12765	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	10397	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	15572	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	9444	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	15	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	15	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	12	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	37	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	14	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	28	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	26	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	95	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	27	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	56	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	64	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	197	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	74	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	98	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	91	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	338	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	110	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	231	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	225	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	713	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	264	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	236	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	242	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	726	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	305	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	498	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	504	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	1476	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	602	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	492	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	366	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	1144	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	431	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	741	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	667	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	1940	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	786	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	992	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	700	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	1781	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	795	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	1099	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	880	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	2233	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	947	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	1590	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	1156	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	2430	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	1222	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	1057	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	855	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	1795	Not Applicable	Not Applicable
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	GR113-062	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	893	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	18	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	13	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	15	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	49	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	26	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	27	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	54	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	82	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	35	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	80	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	156	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	307	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	120	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	172	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	258	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	559	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	267	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	484	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	678	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	1443	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	520	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	1016	Not Applicable	Not Applicable
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	GR113-063	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	1361	Not Applicable	Not Applicable
