Notes,Race,Race Code,Cause of death,Cause of death Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,White,2106-3,Essential (primary) hypertension,I10,Female,F,85+ years,85+,191,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,Male,M,35-44 years,35-44,10,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,Male,M,45-54 years,45-54,48,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,Male,M,55-64 years,55-64,103,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,Male,M,65-74 years,65-74,120,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,Male,M,75-84 years,75-84,110,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,Male,M,85+ years,85+,87,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,65-74 years,65-74,24,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,75-84 years,75-84,57,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,85+ years,85+,156,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Male,M,55-64 years,55-64,23,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Male,M,65-74 years,65-74,36,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Male,M,75-84 years,75-84,57,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,Male,M,85+ years,85+,65,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,35-44 years,35-44,11,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,45-54 years,45-54,32,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,55-64 years,55-64,43,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,65-74 years,65-74,54,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,75-84 years,75-84,70,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,85+ years,85+,82,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,25-34 years,25-34,19,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,35-44 years,35-44,36,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,45-54 years,45-54,96,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,55-64 years,55-64,121,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,65-74 years,65-74,117,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,75-84 years,75-84,89,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,85+ years,85+,49,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Female,F,55-64 years,55-64,19,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Female,F,65-74 years,65-74,34,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Female,F,75-84 years,75-84,30,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Female,F,85+ years,85+,68,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Male,M,55-64 years,55-64,23,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Male,M,65-74 years,65-74,28,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Male,M,75-84 years,75-84,46,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,Male,M,85+ years,85+,56,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with renal failure,I13.1,Female,F,65-74 years,65-74,11,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with renal failure,I13.1,Male,M,55-64 years,55-64,11,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Female,F,65-74 years,65-74,12,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Female,F,75-84 years,75-84,17,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Female,F,85+ years,85+,39,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Male,M,65-74 years,65-74,16,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Male,M,75-84 years,75-84,20,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Male,M,85+ years,85+,22,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Female,F,45-54 years,45-54,13,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Female,F,55-64 years,55-64,28,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Female,F,65-74 years,65-74,101,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Female,F,75-84 years,75-84,137,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Female,F,85+ years,85+,229,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Male,M,55-64 years,55-64,72,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Male,M,65-74 years,65-74,144,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Male,M,75-84 years,75-84,213,Not Applicable,Not Applicable
,White,2106-3,Acute subendocardial myocardial infarction,I21.4,Male,M,85+ years,85+,204,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,25-34 years,25-34,10,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,35-44 years,35-44,52,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,45-54 years,45-54,160,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,55-64 years,55-64,454,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,65-74 years,65-74,775,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,75-84 years,75-84,1082,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Female,F,85+ years,85+,1382,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,25-34 years,25-34,23,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,35-44 years,35-44,138,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,45-54 years,45-54,484,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,55-64 years,55-64,1235,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,65-74 years,65-74,1637,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,75-84 years,75-84,1466,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,Male,M,85+ years,85+,1039,Not Applicable,Not Applicable
,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,Female,F,65-74 years,65-74,10,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Female,F,55-64 years,55-64,13,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Female,F,65-74 years,65-74,25,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Female,F,75-84 years,75-84,40,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Female,F,85+ years,85+,61,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Male,M,45-54 years,45-54,12,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Male,M,55-64 years,55-64,30,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Male,M,65-74 years,65-74,39,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Male,M,75-84 years,75-84,33,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,Male,M,85+ years,85+,33,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,35-44 years,35-44,15,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,45-54 years,45-54,51,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,55-64 years,55-64,131,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,65-74 years,65-74,156,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,75-84 years,75-84,161,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,85+ years,85+,226,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,25-34 years,25-34,10,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,35-44 years,35-44,68,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,45-54 years,45-54,203,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,55-64 years,55-64,360,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,65-74 years,65-74,357,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,75-84 years,75-84,270,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,85+ years,85+,184,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Female,F,35-44 years,35-44,19,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Female,F,45-54 years,45-54,135,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Female,F,55-64 years,55-64,309,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Female,F,65-74 years,65-74,666,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Female,F,75-84 years,75-84,953,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Female,F,85+ years,85+,1221,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,25-34 years,25-34,15,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,35-44 years,35-44,73,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,45-54 years,45-54,283,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,55-64 years,55-64,919,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,65-74 years,65-74,1579,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,75-84 years,75-84,1879,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,Male,M,85+ years,85+,1385,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Female,F,45-54 years,45-54,13,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Female,F,55-64 years,55-64,25,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Female,F,65-74 years,65-74,55,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Female,F,75-84 years,75-84,85,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Female,F,85+ years,85+,76,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Male,M,45-54 years,45-54,21,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Male,M,55-64 years,55-64,107,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Male,M,65-74 years,65-74,218,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Male,M,75-84 years,75-84,238,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,Male,M,85+ years,85+,171,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,Male,M,65-74 years,65-74,17,Not Applicable,Not Applicable
,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,Male,M,75-84 years,75-84,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Female,F,55-64 years,55-64,19,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Female,F,65-74 years,65-74,27,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Female,F,75-84 years,75-84,41,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Female,F,85+ years,85+,66,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Male,M,45-54 years,45-54,18,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Male,M,55-64 years,55-64,40,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Male,M,65-74 years,65-74,81,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Male,M,75-84 years,75-84,86,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,Male,M,85+ years,85+,73,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,25-34 years,25-34,22,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,35-44 years,35-44,34,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,45-54 years,45-54,60,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,55-64 years,55-64,102,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,65-74 years,65-74,155,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,75-84 years,75-84,130,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,85+ years,85+,100,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,25-34 years,25-34,19,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,35-44 years,35-44,34,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,45-54 years,45-54,62,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,55-64 years,55-64,128,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,65-74 years,65-74,133,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,75-84 years,75-84,123,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,85+ years,85+,61,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,Female,F,45-54 years,45-54,22,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,Female,F,55-64 years,55-64,52,Not Applicable,Not Applicable
