Notes,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Female,F,2010,2010,9,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Female,F,2012,2012,4,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Female,F,2014,2014,3,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Female,F,2016,2016,6,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Female,F,2018,2018,2,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Male,M,2008,2008,7,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Male,M,2010,2010,15,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Male,M,2012,2012,11,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Male,M,2014,2014,10,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Male,M,2016,2016,23,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Male,M,2018,2018,8,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Female,F,2008,2008,34,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Female,F,2010,2010,30,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Female,F,2012,2012,41,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Female,F,2014,2014,24,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Female,F,2016,2016,33,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Female,F,2018,2018,41,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Male,M,2008,2008,65,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Male,M,2010,2010,59,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Male,M,2012,2012,58,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Male,M,2014,2014,70,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Male,M,2016,2016,64,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,55-64 years,55-64,Male,M,2018,2018,72,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Female,F,2008,2008,168,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Female,F,2010,2010,124,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Female,F,2012,2012,122,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Female,F,2014,2014,153,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Female,F,2016,2016,170,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Female,F,2018,2018,145,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Male,M,2008,2008,334,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Male,M,2010,2010,317,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Male,M,2012,2012,340,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Male,M,2014,2014,327,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Male,M,2016,2016,422,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,65-74 years,65-74,Male,M,2018,2018,440,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Female,F,2008,2008,468,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Female,F,2010,2010,398,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Female,F,2012,2012,355,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Female,F,2014,2014,355,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Female,F,2016,2016,332,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Female,F,2018,2018,396,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Male,M,2008,2008,1043,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Male,M,2010,2010,950,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Male,M,2012,2012,877,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Male,M,2014,2014,849,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Male,M,2016,2016,899,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,75-84 years,75-84,Male,M,2018,2018,881,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Female,F,2008,2008,367,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Female,F,2010,2010,336,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Female,F,2012,2012,351,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Female,F,2014,2014,311,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Female,F,2016,2016,335,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Female,F,2018,2018,345,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Male,M,2008,2008,637,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Male,M,2010,2010,618,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Male,M,2012,2012,596,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Male,M,2014,2014,596,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Male,M,2016,2016,605,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,85+ years,85+,Male,M,2018,2018,689,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,35-44 years,35-44,Female,F,2010,2010,2,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,35-44 years,35-44,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,35-44 years,35-44,Male,M,2012,2012,2,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,35-44 years,35-44,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Female,F,2008,2008,10,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Female,F,2010,2010,6,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Female,F,2012,2012,7,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Female,F,2014,2014,2,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Female,F,2016,2016,8,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Female,F,2018,2018,4,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Male,M,2008,2008,11,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Male,M,2010,2010,3,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Male,M,2012,2012,6,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Male,M,2014,2014,4,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Male,M,2016,2016,2,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,45-54 years,45-54,Male,M,2018,2018,4,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Female,F,2008,2008,44,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Female,F,2010,2010,37,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Female,F,2012,2012,27,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Female,F,2014,2014,26,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Female,F,2016,2016,27,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Female,F,2018,2018,35,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Male,M,2008,2008,67,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Male,M,2010,2010,39,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Male,M,2012,2012,40,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Male,M,2014,2014,31,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Male,M,2016,2016,33,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,55-64 years,55-64,Male,M,2018,2018,37,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Female,F,2008,2008,246,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Female,F,2010,2010,210,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Female,F,2012,2012,190,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Female,F,2014,2014,176,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Female,F,2016,2016,163,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Female,F,2018,2018,199,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Male,M,2008,2008,261,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Male,M,2010,2010,246,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Male,M,2012,2012,199,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Male,M,2014,2014,195,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Male,M,2016,2016,207,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,65-74 years,65-74,Male,M,2018,2018,230,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Female,F,2008,2008,1454,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Female,F,2010,2010,1134,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Female,F,2012,2012,981,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Female,F,2014,2014,836,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Female,F,2016,2016,831,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Female,F,2018,2018,797,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Male,M,2008,2008,1329,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Male,M,2010,2010,1034,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Male,M,2012,2012,918,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Male,M,2014,2014,766,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Male,M,2016,2016,859,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,75-84 years,75-84,Male,M,2018,2018,792,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Female,F,2008,2008,2903,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Female,F,2010,2010,2575,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Female,F,2012,2012,2167,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Female,F,2014,2014,1856,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Female,F,2016,2016,2025,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Female,F,2018,2018,1910,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Male,M,2008,2008,1568,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Male,M,2010,2010,1421,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Male,M,2012,2012,1317,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Male,M,2014,2014,1193,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Male,M,2016,2016,1269,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,85+ years,85+,Male,M,2018,2018,1282,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,Not Stated,NS,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,Not Stated,NS,Female,F,2012,2012,1,Not Applicable,Not Applicable
,#Alzheimer disease (G30),GR113-052,Not Stated,NS,Male,M,2018,2018,1,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Female,F,2008,2008,137,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Female,F,2010,2010,95,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Female,F,2012,2012,107,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Female,F,2014,2014,119,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Female,F,2016,2016,107,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Female,F,2018,2018,112,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Male,M,2008,2008,163,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Male,M,2010,2010,141,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Male,M,2012,2012,124,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Male,M,2014,2014,122,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Male,M,2016,2016,106,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,< 1 year,1,Male,M,2018,2018,118,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Female,F,2008,2008,49,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Female,F,2010,2010,41,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Female,F,2012,2012,46,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Female,F,2014,2014,40,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Female,F,2016,2016,36,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Female,F,2018,2018,34,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Male,M,2008,2008,47,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Male,M,2010,2010,44,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Male,M,2012,2012,46,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Male,M,2014,2014,38,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Male,M,2016,2016,36,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1-4 years,4-Jan,Male,M,2018,2018,37,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Female,F,2008,2008,53,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Female,F,2010,2010,37,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Female,F,2012,2012,36,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Female,F,2014,2014,47,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Female,F,2016,2016,36,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Female,F,2018,2018,48,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Male,M,2008,2008,52,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Male,M,2010,2010,30,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Male,M,2012,2012,29,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Male,M,2014,2014,40,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Male,M,2016,2016,44,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,5-14 years,14-May,Male,M,2018,2018,48,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Female,F,2008,2008,126,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Female,F,2010,2010,118,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Female,F,2012,2012,117,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Female,F,2014,2014,146,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Female,F,2016,2016,121,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Female,F,2018,2018,125,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Male,M,2008,2008,201,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Male,M,2010,2010,189,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Male,M,2012,2012,161,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Male,M,2014,2014,155,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Male,M,2016,2016,164,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,15-24 years,15-24,Male,M,2018,2018,173,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,25-34 years,25-34,Female,F,2008,2008,338,Not Applicable,Not Applicable
,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,25-34 years,25-34,Female,F,2010,2010,306,Not Applicable,Not Applicable
